GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022200002,98,2544,LeBron James,1610612747,Los Angeles Lakers,1,5,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,16,1,1,20221018,GSW,LAL
Shot Chart Detail,0022200002,233,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,11,1,1,20221018,GSW,LAL
Shot Chart Detail,0022200002,252,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,5,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,1,1,1,20221018,GSW,LAL
Shot Chart Detail,0022200002,356,2544,LeBron James,1610612747,Los Angeles Lakers,2,3,53,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,11,1,1,20221018,GSW,LAL
Shot Chart Detail,0022200002,382,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,48,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,1,20221018,GSW,LAL
Shot Chart Detail,0022200002,439,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-169,177,1,1,20221018,GSW,LAL
Shot Chart Detail,0022200002,469,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,44,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20221018,GSW,LAL
Shot Chart Detail,0022200002,595,2544,LeBron James,1610612747,Los Angeles Lakers,3,1,11,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,1,20221018,GSW,LAL
Shot Chart Detail,0022200002,604,2544,LeBron James,1610612747,Los Angeles Lakers,3,0,6,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-51,246,1,1,20221018,GSW,LAL
Shot Chart Detail,0022200002,631,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,27,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,10,1,1,20221018,GSW,LAL
Shot Chart Detail,0022200002,653,2544,LeBron James,1610612747,Los Angeles Lakers,4,9,4,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221018,GSW,LAL
Shot Chart Detail,0022200002,723,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,46,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,17,1,1,20221018,GSW,LAL
Shot Chart Detail,0022200016,21,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,30,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-56,272,1,1,20221020,LAL,LAC
Shot Chart Detail,0022200016,42,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,52,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-113,175,1,1,20221020,LAL,LAC
Shot Chart Detail,0022200016,193,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,58,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-49,272,1,1,20221020,LAL,LAC
Shot Chart Detail,0022200016,311,2544,LeBron James,1610612747,Los Angeles Lakers,2,2,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,32,1,1,20221020,LAL,LAC
Shot Chart Detail,0022200016,396,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,52,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-15,38,1,1,20221020,LAL,LAC
Shot Chart Detail,0022200016,516,2544,LeBron James,1610612747,Los Angeles Lakers,3,0,59,Made Shot,Running Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,16,53,1,1,20221020,LAL,LAC
Shot Chart Detail,0022200016,560,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,22,1,1,20221020,LAL,LAC
Shot Chart Detail,0022200037,188,2544,LeBron James,1610612747,Los Angeles Lakers,1,0,27,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,1,51,1,1,20221023,LAL,POR
Shot Chart Detail,0022200037,260,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,51,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,2,42,1,1,20221023,LAL,POR
Shot Chart Detail,0022200037,333,2544,LeBron James,1610612747,Los Angeles Lakers,2,3,21,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,21,1,1,20221023,LAL,POR
Shot Chart Detail,0022200037,364,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,45,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,25,1,1,20221023,LAL,POR
Shot Chart Detail,0022200037,421,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,3,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,15,1,1,20221023,LAL,POR
Shot Chart Detail,0022200037,533,2544,LeBron James,1610612747,Los Angeles Lakers,3,0,59,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,108,230,1,1,20221023,LAL,POR
Shot Chart Detail,0022200037,540,2544,LeBron James,1610612747,Los Angeles Lakers,3,0,30,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-83,253,1,1,20221023,LAL,POR
Shot Chart Detail,0022200037,609,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,33,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,1,1,1,20221023,LAL,POR
Shot Chart Detail,0022200037,627,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,29,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,10,1,1,20221023,LAL,POR
Shot Chart Detail,0022200037,630,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-28,15,1,1,20221023,LAL,POR
Shot Chart Detail,0022200037,665,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,7,1,1,20221023,LAL,POR
Shot Chart Detail,0022200037,693,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,7,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,6,1,1,20221023,LAL,POR
Shot Chart Detail,0022200064,159,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,47,Made Shot,Jump Shot,3PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,23,-202,123,1,1,20221026,DEN,LAL
Shot Chart Detail,0022200064,173,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,32,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-2,131,1,1,20221026,DEN,LAL
Shot Chart Detail,0022200064,223,2544,LeBron James,1610612747,Los Angeles Lakers,2,6,21,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,8,1,1,20221026,DEN,LAL
Shot Chart Detail,0022200064,370,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,26,1,1,20221026,DEN,LAL
Shot Chart Detail,0022200064,472,2544,LeBron James,1610612747,Los Angeles Lakers,3,0,26,Made Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,26,1,1,20221026,DEN,LAL
Shot Chart Detail,0022200064,488,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,44,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,32,1,1,20221026,DEN,LAL
Shot Chart Detail,0022200064,496,2544,LeBron James,1610612747,Los Angeles Lakers,4,11,17,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,12,29,1,1,20221026,DEN,LAL
Shot Chart Detail,0022200064,538,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,56,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,50,250,1,1,20221026,DEN,LAL
Shot Chart Detail,0022200076,9,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-161,194,1,1,20221028,MIN,LAL
Shot Chart Detail,0022200076,111,2544,LeBron James,1610612747,Los Angeles Lakers,1,3,57,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221028,MIN,LAL
Shot Chart Detail,0022200076,215,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,45,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221028,MIN,LAL
Shot Chart Detail,0022200076,253,2544,LeBron James,1610612747,Los Angeles Lakers,2,6,51,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,5,1,1,20221028,MIN,LAL
Shot Chart Detail,0022200076,346,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,35,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,8,1,1,20221028,MIN,LAL
Shot Chart Detail,0022200076,350,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,6,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,10,1,1,20221028,MIN,LAL
Shot Chart Detail,0022200076,385,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,4,1,1,20221028,MIN,LAL
Shot Chart Detail,0022200076,560,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,5,1,1,20221028,MIN,LAL
Shot Chart Detail,0022200076,601,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,4,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,74,75,1,1,20221028,MIN,LAL
Shot Chart Detail,0022200076,608,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,9,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,10,1,1,20221028,MIN,LAL
Shot Chart Detail,0022200095,174,2544,LeBron James,1610612747,Los Angeles Lakers,1,0,6,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,14,1,1,20221030,LAL,DEN
Shot Chart Detail,0022200095,213,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,14,1,1,20221030,LAL,DEN
Shot Chart Detail,0022200095,252,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,12,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,228,78,1,1,20221030,LAL,DEN
Shot Chart Detail,0022200095,348,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-114,108,1,1,20221030,LAL,DEN
Shot Chart Detail,0022200095,381,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,25,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-136,125,1,1,20221030,LAL,DEN
Shot Chart Detail,0022200095,390,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,7,1,1,20221030,LAL,DEN
Shot Chart Detail,0022200095,396,2544,LeBron James,1610612747,Los Angeles Lakers,3,10,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,4,1,1,20221030,LAL,DEN
Shot Chart Detail,0022200095,421,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,161,31,1,1,20221030,LAL,DEN
Shot Chart Detail,0022200095,574,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,22,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-38,253,1,1,20221030,LAL,DEN
Shot Chart Detail,0022200095,596,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,33,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-169,44,1,1,20221030,LAL,DEN
Shot Chart Detail,0022200117,40,2544,LeBron James,1610612747,Los Angeles Lakers,1,8,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,13,1,1,20221102,LAL,NOP
Shot Chart Detail,0022200117,159,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-53,159,1,1,20221102,LAL,NOP
Shot Chart Detail,0022200117,187,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,20,1,1,20221102,LAL,NOP
Shot Chart Detail,0022200117,299,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,57,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,7,1,1,20221102,LAL,NOP
Shot Chart Detail,0022200117,340,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,7,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,25,1,1,20221102,LAL,NOP
Shot Chart Detail,0022200117,369,2544,LeBron James,1610612747,Los Angeles Lakers,3,8,27,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,26,1,1,20221102,LAL,NOP
Shot Chart Detail,0022200117,483,2544,LeBron James,1610612747,Los Angeles Lakers,3,0,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,20,1,1,20221102,LAL,NOP
Shot Chart Detail,0022200117,603,2544,LeBron James,1610612747,Los Angeles Lakers,4,3,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,34,1,1,20221102,LAL,NOP
Shot Chart Detail,0022200117,695,2544,LeBron James,1610612747,Los Angeles Lakers,5,1,56,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,25,1,1,20221102,LAL,NOP
Shot Chart Detail,0022200131,193,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,28,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-6,31,1,1,20221104,LAL,UTA
Shot Chart Detail,0022200131,235,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,12,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,70,163,1,1,20221104,LAL,UTA
Shot Chart Detail,0022200131,288,2544,LeBron James,1610612747,Los Angeles Lakers,2,2,44,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221104,LAL,UTA
Shot Chart Detail,0022200131,345,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,49,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,17,1,1,20221104,LAL,UTA
Shot Chart Detail,0022200131,374,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,49,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,19,1,1,20221104,LAL,UTA
Shot Chart Detail,0022200131,400,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,1,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,13,1,1,20221104,LAL,UTA
Shot Chart Detail,0022200131,586,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,13,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,9,1,1,20221104,LAL,UTA
Shot Chart Detail,0022200140,21,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,24,1,1,20221106,LAL,CLE
Shot Chart Detail,0022200140,26,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,16,27,1,1,20221106,LAL,CLE
Shot Chart Detail,0022200140,77,2544,LeBron James,1610612747,Los Angeles Lakers,1,5,45,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,17,1,1,20221106,LAL,CLE
Shot Chart Detail,0022200140,223,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,48,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,7,32,1,1,20221106,LAL,CLE
Shot Chart Detail,0022200140,303,2544,LeBron James,1610612747,Los Angeles Lakers,2,5,32,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,16,1,1,20221106,LAL,CLE
Shot Chart Detail,0022200140,357,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-71,173,1,1,20221106,LAL,CLE
Shot Chart Detail,0022200140,388,2544,LeBron James,1610612747,Los Angeles Lakers,3,11,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,20,1,1,20221106,LAL,CLE
Shot Chart Detail,0022200140,439,2544,LeBron James,1610612747,Los Angeles Lakers,3,7,7,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,8,1,1,20221106,LAL,CLE
Shot Chart Detail,0022200140,458,2544,LeBron James,1610612747,Los Angeles Lakers,3,5,58,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-16,58,1,1,20221106,LAL,CLE
Shot Chart Detail,0022200140,491,2544,LeBron James,1610612747,Los Angeles Lakers,3,4,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,29,1,1,20221106,LAL,CLE
Shot Chart Detail,0022200140,500,2544,LeBron James,1610612747,Los Angeles Lakers,3,3,52,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-12,60,1,1,20221106,LAL,CLE
Shot Chart Detail,0022200140,633,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,12,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,25,1,1,20221106,LAL,CLE
Shot Chart Detail,0022200140,639,2544,LeBron James,1610612747,Los Angeles Lakers,4,5,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-92,237,1,1,20221106,LAL,CLE
Shot Chart Detail,0022200170,14,2544,LeBron James,1610612747,Los Angeles Lakers,1,10,46,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,8,1,1,20221109,LAC,LAL
Shot Chart Detail,0022200170,29,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,21,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,44,260,1,1,20221109,LAC,LAL
Shot Chart Detail,0022200170,77,2544,LeBron James,1610612747,Los Angeles Lakers,1,5,42,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,71,1,1,20221109,LAC,LAL
Shot Chart Detail,0022200170,199,2544,LeBron James,1610612747,Los Angeles Lakers,2,10,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,11,193,1,1,20221109,LAC,LAL
Shot Chart Detail,0022200170,212,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,22,214,75,1,1,20221109,LAC,LAL
Shot Chart Detail,0022200170,227,2544,LeBron James,1610612747,Los Angeles Lakers,2,8,20,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-17,62,1,1,20221109,LAC,LAL
Shot Chart Detail,0022200170,374,2544,LeBron James,1610612747,Los Angeles Lakers,3,9,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,1,1,1,20221109,LAC,LAL
Shot Chart Detail,0022200170,488,2544,LeBron James,1610612747,Los Angeles Lakers,3,0,28,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,16,1,1,20221109,LAC,LAL
Shot Chart Detail,0022200170,518,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,47,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,4,1,1,20221109,LAC,LAL
Shot Chart Detail,0022200170,522,2544,LeBron James,1610612747,Los Angeles Lakers,4,10,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-16,269,1,1,20221109,LAC,LAL
Shot Chart Detail,0022200170,542,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,14,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,12,268,1,1,20221109,LAC,LAL
Shot Chart Detail,0022200170,568,2544,LeBron James,1610612747,Los Angeles Lakers,4,6,43,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-46,65,1,1,20221109,LAC,LAL
Shot Chart Detail,0022200282,7,2544,LeBron James,1610612747,Los Angeles Lakers,1,11,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-138,70,1,1,20221125,SAS,LAL
Shot Chart Detail,0022200282,178,2544,LeBron James,1610612747,Los Angeles Lakers,2,11,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-121,230,1,1,20221125,SAS,LAL
Shot Chart Detail,0022200282,295,2544,LeBron James,1610612747,Los Angeles Lakers,2,2,11,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,4,1,1,20221125,SAS,LAL
Shot Chart Detail,0022200282,313,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,38,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,-1,1,1,20221125,SAS,LAL
Shot Chart Detail,0022200282,418,2544,LeBron James,1610612747,Los Angeles Lakers,3,4,48,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,9,1,1,20221125,SAS,LAL
Shot Chart Detail,0022200282,555,2544,LeBron James,1610612747,Los Angeles Lakers,4,8,5,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,4,1,1,20221125,SAS,LAL
Shot Chart Detail,0022200282,559,2544,LeBron James,1610612747,Los Angeles Lakers,4,7,49,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,5,1,1,20221125,SAS,LAL
Shot Chart Detail,0022200282,625,2544,LeBron James,1610612747,Los Angeles Lakers,4,4,3,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,0,1,1,20221125,SAS,LAL
Shot Chart Detail,0022200288,22,2544,LeBron James,1610612747,Los Angeles Lakers,1,9,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,98,268,1,1,20221126,SAS,LAL
Shot Chart Detail,0022200288,203,2544,LeBron James,1610612747,Los Angeles Lakers,2,9,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-80,268,1,1,20221126,SAS,LAL
Shot Chart Detail,0022200288,240,2544,LeBron James,1610612747,Los Angeles Lakers,2,7,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-12,270,1,1,20221126,SAS,LAL
Shot Chart Detail,0022200288,327,2544,LeBron James,1610612747,Los Angeles Lakers,2,1,46,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-134,225,1,1,20221126,SAS,LAL
Shot Chart Detail,0022200288,334,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,55,Made Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5,1,1,20221126,SAS,LAL
Shot Chart Detail,0022200288,432,2544,LeBron James,1610612747,Los Angeles Lakers,3,6,40,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,6,1,1,20221126,SAS,LAL
Shot Chart Detail,0022200288,495,2544,LeBron James,1610612747,Los Angeles Lakers,3,3,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,16,261,1,1,20221126,SAS,LAL
